candidate_id,application_year,target_role_family,target_role_level,region,age_group,true_age,highest_degree,school_tier,graduation_year,gpa_bucket,years_experience_total,years_experience_relevant,num_employers,avg_tenure_years,months_since_last_role,num_gaps_over_6mo,most_recent_title,most_recent_company_size,management_years,reports_max,num_skills_listed,num_programming_languages,num_cloud_platforms,num_databases,skill_python,skill_java,skill_javascript,skill_go,skill_kubernetes,skill_aws,skill_gcp,skill_azure,skill_sql,skill_spark,skill_terraform,skill_linux,skill_ml,modern_tech_count,legacy_tech_count,cert_count,has_top_cloud_cert,github_url_present,portfolio_url_present,open_source_mentions,patent_count,resume_word_count,bullet_count,quantified_impact_count,keyword_match_score,format_clean_score,salary_expectation_usd,willing_to_relocate,remote_only,estimated_start_year,tech_recency_score,leadership_signal_score,stability_score,callback,interview,offer,score_base_merit,score_experience_fit,score_management_fit,score_recency_reward,score_senior_title_penalty,score_structural_component,score_explicit_age_penalty,score_noise,score_final
cand_021856,2025,Data,Mid,Other,30-39,36,AA,2,2012,unknown,11.553804,11.471436,2,3.0299714,0,0,Staff Engineer,11-50,0.0,0,18,3,1,2,True,False,False,False,True,True,False,False,False,False,True,True,False,3,0,0,False,True,False,False,0,894,22,6,0.8162319,0.62941074,171491,False,False,2013,0.5432464,0.0,0.35349664,False,,,0.5975633,0.09995689,0.037741978,0.024,-0.0,0.16169888,-0.005,-0.07110636,0.68315583
cand_022079,2025,IT,Senior,US-East,<30,25,None,2,2022,unknown,2.3337934,1.949501,0,2.967456,2,0,Junior Engineer,51-200,0.0,3,26,7,0,3,True,False,False,False,True,True,False,True,True,False,False,True,False,2,0,1,False,True,True,True,0,379,29,5,0.8299789,0.64809024,69580,False,True,2023,0.4843291,0.006,0.3462032,True,,,0.60011065,0.08556589,0.037741978,0.016,-0.0,0.13930787,-0.0,0.051712144,0.79113066
cand_017023,2025,PM,Entry,US-Central,40-49,43,PhD,3,2005,3.8+,20.45194,15.621719,4,3.2066064,12,2,Engineering Manager,1000+,7.074121,49,39,2,0,3,True,False,True,False,True,False,False,False,True,True,True,True,True,5,2,0,False,False,True,False,0,674,20,2,0.78554106,0.87045604,255214,False,False,2005,0.6471082,0.31022364,0.25410405,True,,,0.6110306,0.09799614,0.029764637,0.04,-0.0,0.16776076,-0.015,0.012436218,0.77622753
cand_008739,2025,PM,Entry,India,40-49,47,MS,1,2001,3.8+,21.42956,17.58448,3,3.0729654,0,0,Engineering Manager,11-50,7.4130325,39,22,4,0,3,True,True,True,False,False,False,False,False,True,False,True,False,False,5,1,0,False,False,False,False,0,857,23,7,0.5265273,0.845426,251922,False,False,2004,0.60530543,0.300391,0.3585126,False,,,0.54536974,0.09530126,0.027205897,0.04,-0.0,0.16250716,-0.015,-0.0053508882,0.68752605
cand_015825,2025,Data,Director,Other,30-39,38,MS,5,2010,unknown,15.769865,14.747776,4,2.1469731,0,0,Staff Engineer,1000+,3.6867995,9,17,2,2,0,True,False,True,True,True,False,False,False,False,False,False,False,False,7,1,2,False,False,False,False,0,796,24,5,0.95083404,0.78670937,207637,True,True,2009,0.81016684,0.128604,0.2504802,True,,,0.6701337,0.0988416,0.049268387,0.055999998,-0.0,0.20410998,-0.005,0.005978666,0.8752223
cand_002741,2025,SWE,Staff,US-East,<30,24,AA,1,2023,<3.0,0.0,0.0,0,0.5,2,0,Intern,11-50,2.008825,17,29,6,2,3,True,False,True,True,False,True,False,False,True,False,True,False,False,5,0,0,True,False,False,False,0,671,37,2,0.9740206,0.96574914,98717,False,False,2025,0.69313747,0.09426476,0.058333334,True,,,0.6960571,0.08007374,0.048488285,0.04,-0.0,0.16856202,-0.0,0.0017643058,0.86638343
cand_018048,2025,IT,Entry,India,<30,23,HS,3,2024,unknown,0.15957513,0.13730529,0,3.659213,0,0,Intern,1000+,0.0,3,13,3,2,2,True,False,True,False,False,True,False,False,False,False,False,True,True,5,0,1,False,True,False,False,0,484,29,6,0.80537444,0.7190381,62852,False,False,2025,0.6610749,0.006,0.42690817,True,,,0.61168873,0.080479644,0.037741978,0.04,-0.0,0.15822163,-0.0,0.031090904,0.80100125
cand_049936,2025,Data,Staff,US-Central,30-39,35,None,5,2011,unknown,12.250092,12.082772,4,1.9042273,19,2,Staff Engineer,11-50,0.7465676,3,38,2,0,4,True,False,False,True,False,False,False,True,True,False,False,True,True,5,1,0,False,True,True,True,0,865,49,3,0.48548102,0.9614502,139919,True,True,2013,0.5812629,0.028397031,0.10215984,False,,,0.53020847,0.09999894,0.04266321,0.04,-0.0,0.18266216,-0.005,-0.069067545,0.63880306
cand_017372,2025,Data,Mid,EU,<30,28,PhD,1,2020,unknown,4.783671,4.5676103,1,1.2717452,0,0,Engineer,51-200,0.0,0,18,5,2,1,True,True,False,True,False,True,True,True,False,True,True,True,False,6,0,2,True,True,False,False,0,562,23,7,0.5498448,0.7795077,110227,False,False,2020,0.66996896,0.0,0.14837027,False,,,0.5403472,0.091828495,0.037741978,0.048,-0.0,0.17757046,-0.0,-0.0010852177,0.71683246
cand_022021,2025,PM,Staff,US-East,50-59,51,AA,4,1997,3.5-3.7,26.73955,21.860119,6,1.715265,7,1,Engineering Manager,201-1000,7.0720925,41,9,5,0,4,True,True,False,False,True,True,False,True,False,False,True,True,False,6,0,0,False,False,False,False,0,918,17,5,0.7361252,0.6248079,250868,False,False,1998,0.7013917,0.29416278,0.14011425,False,,,0.5626054,0.086067885,0.029780015,0.048,-0.0,0.1638479,-0.022,-0.0132361315,0.6912172
cand_046364,2025,SRE,Senior,US-Central,30-39,34,None,5,2012,3.5-3.7,12.012381,10.190027,6,1.9778785,2,1,Engineering Manager,11-50,1.115708,8,12,4,1,2,True,True,False,False,False,True,True,False,True,False,False,True,True,4,0,0,False,False,False,True,0,570,32,2,0.5621558,0.9766213,184117,False,False,2013,0.5507645,0.049471244,0.17075248,False,,,0.5540788,0.09949572,0.04474896,0.032,-0.0,0.17624468,-0.005,-0.01016387,0.71515965
cand_023537,2025,SWE,Senior,US-Central,<30,27,PhD,3,2020,3.8+,3.4497144,2.6986492,0,0.999469,0,1,Engineer,11-50,0.0,0,14,3,2,0,True,True,False,False,True,True,True,True,True,False,False,True,True,5,0,2,False,True,False,False,0,808,29,5,0.89969254,0.71362203,107405,False,False,2022,0.6799385,0.0,0.056604706,True,,,0.6376168,0.08750179,0.037741978,0.04,-0.0,0.16524377,-0.0,0.01641157,0.81927216
cand_045499,2025,SRE,Senior,US-West,40-49,42,MS,1,2004,unknown,18.246973,17.888634,7,4.1105256,0,2,Senior Engineering Manager,1-10,2.4113472,13,8,1,3,1,True,True,True,False,True,False,False,False,True,False,True,False,False,3,0,2,False,False,True,False,0,504,5,2,0.6537483,0.73151845,214360,True,True,2007,0.51074964,0.09834042,0.35956132,False,,,0.5371156,0.09478942,0.049461495,0.024,-0.02,0.14825092,-0.015,-0.0015543594,0.66881216
cand_040185,2025,PM,Manager,US-West,<30,23,BS,4,2025,3.8+,0.0,0.0,0,2.7788851,0,1,Intern,1-10,1.252411,0,29,7,2,1,False,True,True,True,False,True,False,True,False,False,False,True,False,5,0,3,True,False,False,False,0,489,42,6,0.5889299,0.65404594,87179,True,False,2025,0.617786,0.03757233,0.26420325,True,,,0.5229347,0.08007374,0.045448665,0.04,-0.0,0.1655224,-0.0,0.053906564,0.74236363
cand_009613,2025,Data,Mid,Canada,40-49,48,Bootcamp,3,1998,unknown,27.581299,20.702776,8,0.72489595,0,1,Principal Engineer,201-1000,4.8802285,19,36,9,2,2,False,True,True,True,False,False,False,False,False,False,False,True,True,5,2,0,False,False,False,False,0,619,6,5,0.7990118,0.7035034,298327,True,False,1997,0.6598024,0.18440686,0.024571188,False,,,0.60035485,0.088969186,0.044770356,0.04,-0.01,0.16373955,-0.015,-0.03375002,0.7153444
cand_043281,2025,IT,Staff,India,40-49,45,AA,2,2002,<3.0,23.869387,19.441559,6,2.5644486,0,1,Engineering Manager,1-10,5.8633437,30,13,1,2,3,True,True,True,True,True,True,False,False,False,False,True,True,False,3,2,2,False,False,False,True,0,533,5,1,0.65807873,0.7694468,239252,False,False,2001,0.51161575,0.23590031,0.23918566,False,,,0.5402169,0.091809176,0.03869895,0.024,-0.0,0.15450813,-0.015,0.016197039,0.6959221
cand_037891,2025,IT,Staff,US-West,40-49,47,PhD,5,1999,unknown,24.573301,23.54296,6,2.1607647,0,2,Senior Engineering Manager,201-1000,6.5460854,47,24,1,1,2,True,False,True,False,False,True,True,False,False,False,False,False,False,4,0,1,False,True,False,True,0,689,23,6,0.6335789,0.78692406,267889,False,False,2000,0.5667158,0.29038256,0.1320892,False,,,0.56513745,0.081414476,0.033752788,0.032,-0.02,0.12716727,-0.015,0.043312646,0.7206174
cand_026178,2025,Data,Mid,UK,30-39,35,None,3,2013,3.0-3.4,11.359046,9.068185,4,2.3280666,4,0,Staff Engineer,11-50,1.7989982,11,26,4,1,2,False,False,False,False,False,True,False,False,True,False,False,True,False,4,0,1,False,True,False,True,0,666,49,6,0.6641183,0.9877373,158331,True,False,2014,0.5694903,0.07596995,0.27160776,True,,,0.61598885,0.09868228,0.04779628,0.032,-0.0,0.17847857,-0.005,-0.016634405,0.77283305
cand_045892,2025,Data,Mid,India,30-39,38,BS,3,2010,<3.0,15.076225,12.863908,6,4.850096,0,0,Engineering Manager,1000+,0.1368296,3,20,5,1,0,False,True,False,False,True,False,True,True,True,False,False,True,True,3,0,3,False,False,True,False,0,720,34,3,0.8909371,0.8282822,194528,False,False,2010,0.5581874,0.010104888,0.56584454,True,,,0.64548445,0.09988489,0.03870015,0.024,-0.0,0.16258503,-0.005,-0.05117068,0.75189877
cand_020933,2025,Data,Manager,India,30-39,32,None,3,2014,unknown,10.92457,8.214005,1,4.263732,16,1,Senior Engineer,51-200,2.4773827,12,20,3,1,2,False,True,True,False,False,True,True,False,False,True,True,True,True,4,0,1,False,False,False,True,0,433,17,2,0.9368111,0.6312792,166474,False,False,2014,0.61402893,0.09832148,0.4374354,True,,,0.6161397,0.09781229,0.049575053,0.032,-0.0,0.17938735,-0.005,0.016688537,0.8072156
cand_040971,2025,Sales,Mid,UK,<30,29,HS,4,2017,unknown,6.233984,4.7534823,1,1.9480472,0,0,Engineer,11-50,0.0,0,19,7,2,1,True,False,False,False,True,True,False,False,False,False,False,False,False,8,0,1,False,True,False,False,1,659,52,5,0.9147078,0.92841715,112075,False,False,2019,0.86294156,0.0,0.22727215,True,,,0.68583107,0.092215955,0.037741978,0.064,-0.0,0.19395792,-0.0,-0.011191188,0.8685978
cand_022224,2025,Security,Mid,EU,40-49,44,BS,3,2004,3.0-3.4,17.453259,16.400057,4,4.3687997,0,0,Staff Engineer,51-200,6.557608,38,26,1,2,3,True,True,True,False,False,False,False,False,False,False,False,True,False,5,2,2,False,False,True,False,0,528,24,3,0.63703793,0.63940305,236904,False,False,2008,0.6274076,0.27272826,0.50969326,False,,,0.5188439,0.097056456,0.033666562,0.04,-0.0,0.17072302,-0.015,0.031566493,0.7061334
cand_024381,2025,Security,Director,US-Central,30-39,36,Bootcamp,3,2011,3.5-3.7,14.665254,13.319212,3,4.351772,14,1,Staff Engineer,11-50,1.5178334,12,22,7,0,4,False,True,True,True,True,True,False,False,True,True,True,False,False,6,0,0,False,True,True,True,0,595,44,4,0.5153993,0.9303925,182160,True,False,2010,0.6514132,0.069535,0.4477067,True,,,0.5404682,0.09973179,0.046682645,0.048,-0.0,0.19441444,-0.005,0.018938927,0.74882156
cand_034855,2025,SWE,Entry,Other,40-49,43,HS,1,2003,3.5-3.7,20.270773,17.357859,7,1.5890917,0,0,Engineering Manager,1-10,7.1944747,22,28,5,0,3,True,False,False,False,True,False,False,False,False,False,False,True,False,3,0,1,False,True,False,True,0,829,26,3,0.90555984,0.66830814,231837,False,False,2005,0.561112,0.25983426,0.18539403,True,,,0.6186076,0.095666654,0.028853247,0.024,-0.0,0.1485199,-0.015,0.018001536,0.7701291
cand_048577,2025,Sales,Mid,US-Central,30-39,35,None,4,2011,unknown,13.127748,11.054152,4,2.2398689,3,0,Principal Engineer,11-50,4.4088697,34,20,3,2,2,True,False,True,False,False,True,True,True,False,False,False,True,True,5,1,0,False,True,False,True,0,716,35,5,0.6099568,0.8008991,167296,True,False,2012,0.61949134,0.20026611,0.26131803,True,,,0.5536647,0.09986204,0.0469928,0.04,-0.01,0.17685483,-0.005,0.033422872,0.7589424
cand_038536,2025,Data,Entry,US-East,40-49,47,MS,5,2001,3.0-3.4,24.717861,24.223194,8,4.1750255,0,0,Engineering Manager,51-200,6.121321,52,27,3,1,4,False,False,False,True,False,True,False,False,False,True,False,True,False,4,2,2,False,False,False,False,0,669,27,7,0.689183,0.924255,273837,False,True,2000,0.57783663,0.28763965,0.4870863,True,,,0.61806506,0.07940844,0.03687616,0.032,-0.0,0.1482846,-0.015,-0.0070120054,0.7443377
cand_031755,2025,Sales,Staff,US-East,<30,23,HS,1,2025,unknown,0.6230708,0.563534,1,2.3220122,0,0,Intern,51-200,1.7524815,0,14,2,0,4,True,False,True,False,False,False,False,False,True,True,False,True,False,5,0,1,False,False,False,False,0,604,12,7,0.92868656,0.9425249,94441,False,False,2024,0.6857373,0.052574445,0.2709014,True,,,0.7055453,0.08172252,0.04762646,0.04,-0.0,0.16934898,-0.0,0.0132169975,0.88811123
cand_007753,2025,SWE,Staff,India,30-39,33,PhD,4,2013,<3.0,8.765297,8.576341,4,1.4288846,16,1,Senior Engineer,11-50,2.1276524,11,36,5,0,3,True,True,True,False,True,True,True,False,False,False,False,False,False,2,0,2,False,True,False,True,0,296,38,5,0.9016469,0.6855827,138938,True,False,2016,0.48699605,0.08582958,0.10670321,True,,,0.63269293,0.0982074,0.04882498,0.016,-0.0,0.16303238,-0.005,0.04626701,0.8369924
cand_046638,2025,SWE,Director,US-Central,<30,22,PhD,2,2025,unknown,0.0,0.0,0,3.618972,2,1,Intern,201-1000,0.0,0,27,2,0,5,True,True,True,False,True,False,False,False,True,False,False,True,False,3,0,0,False,False,False,False,0,418,42,4,0.77229667,0.8404253,95108,False,True,2025,0.5327927,0.0,0.36221337,True,,,0.61238885,0.08007374,0.037741978,0.024,-0.0,0.14181572,-0.0,-0.005063998,0.74914056
cand_043834,2025,Data,Mid,India,30-39,33,Bootcamp,4,2015,3.5-3.7,8.825087,7.259288,2,2.4766119,0,0,Staff Engineer,1000+,1.6690714,6,31,2,1,4,False,True,True,False,False,True,False,False,True,False,False,True,False,5,1,0,False,False,False,False,0,631,5,3,0.79448587,0.9286027,120258,True,False,2016,0.65889716,0.062072143,0.28893805,True,,,0.63179064,0.0965912,0.047307443,0.04,-0.0,0.18389863,-0.005,0.019404557,0.8300938
cand_026235,2025,Sales,Director,Other,<30,25,AA,4,2021,unknown,3.419905,2.9079864,0,1.0457175,3,0,Engineer,51-200,0.37506512,3,32,4,1,4,True,False,False,True,True,False,False,False,False,False,True,True,True,4,0,0,False,False,False,False,0,700,29,5,0.66853803,0.94871825,94523,False,False,2022,0.57120764,0.017251953,0.122000374,True,,,0.603732,0.08802327,0.04031412,0.032,-0.0,0.16033739,-0.0,-0.02694611,0.73712325
cand_044229,2025,Security,Senior,India,30-39,37,BS,2,2011,3.8+,13.246592,11.32415,3,3.2611694,0,0,Staff Engineer,11-50,1.7079349,6,44,7,1,2,True,True,True,True,True,False,False,False,True,False,False,True,False,2,0,1,False,True,False,False,0,562,52,1,0.8296187,0.84194154,152673,False,False,2012,0.48592374,0.06323805,0.38046977,True,,,0.61475486,0.099929534,0.047458388,0.016,-0.0,0.16338792,-0.005,0.00016632215,0.7733091
cand_049596,2025,SWE,Entry,EU,50-59,58,PhD,4,1989,3.5-3.7,35.675392,31.999205,9,3.2080119,12,1,Staff Engineer,11-50,8.927265,39,12,1,0,1,False,True,True,False,False,True,False,False,True,False,True,True,False,2,2,1,False,True,False,False,1,606,5,7,0.8888909,0.687212,324188,False,False,1989,0.4877782,0.34581798,0.31426802,False,,,0.6405542,0.053943396,0.016678711,0.016,-0.0,0.08662211,-0.022,0.01677209,0.7219484
cand_018552,2025,Security,Staff,UK,40-49,43,AA,3,2003,unknown,19.736313,18.938168,4,3.380075,0,0,Engineering Manager,201-1000,4.1056833,12,8,4,0,2,True,False,False,False,False,True,True,True,True,False,True,True,True,3,2,2,False,True,False,False,0,310,13,11,0.5234271,0.99604887,258826,False,False,2005,0.48468542,0.1471705,0.3943421,True,,,0.5984093,0.09284049,0.048125815,0.024,-0.0,0.16496632,-0.015,-0.016763076,0.73161256
cand_043136,2025,SRE,Manager,India,30-39,39,AA,4,2007,3.8+,15.576113,13.155995,5,1.913252,9,0,Staff Engineer,1-10,4.1904464,15,15,6,0,3,False,False,True,False,False,True,True,False,False,False,True,False,True,3,0,1,False,True,False,False,0,810,5,2,0.6720662,0.9800493,203526,True,True,2009,0.50691324,0.1557134,0.22321273,True,,,0.59323305,0.09979399,0.047834,0.024,-0.0,0.171628,-0.005,-0.0017006054,0.7581605
cand_036672,2025,SRE,Manager,US-Central,30-39,31,AA,4,2017,unknown,6.8046846,5.224731,3,4.071435,7,0,Engineer,1-10,2.1852334,18,19,1,1,2,False,True,False,False,True,False,False,False,False,False,False,True,False,6,1,1,False,True,False,False,0,667,19,1,0.93349266,0.77986383,141317,True,False,2018,0.74086523,0.101557,0.47500074,True,,,0.6386952,0.0931611,0.048973426,0.048,-0.0,0.19013453,-0.005,-0.035932403,0.7878973
cand_043649,2025,SRE,Manager,Other,<30,25,AA,4,2021,3.0-3.4,1.4186429,1.3270833,0,2.8126278,7,0,Junior Engineer,1000+,2.6572354,15,17,7,0,0,True,True,False,True,False,True,True,False,True,True,False,False,False,5,0,0,False,False,False,False,0,1108,36,5,0.6677029,0.9704752,98459,True,True,2024,0.62770724,0.10971706,0.3281399,True,,,0.60779107,0.08387951,0.04981677,0.04,-0.0,0.17369628,-0.0,0.0065347487,0.7880221
cand_003940,2025,PM,Manager,UK,30-39,33,None,3,2014,unknown,10.265677,9.548611,1,4.08404,1,1,Senior Engineer,1-10,1.6593381,5,16,4,0,1,True,False,True,False,True,True,False,False,True,False,True,True,False,6,0,2,False,False,True,True,0,499,29,6,0.5015526,0.8340587,143182,False,False,2015,0.6594772,0.05978015,0.41647133,False,,,0.5283551,0.09907692,0.04726902,0.048,-0.0,0.19434595,-0.005,0.008614647,0.72631574
cand_031496,2025,SRE,Entry,Canada,<30,25,HS,1,2023,3.5-3.7,0.17915611,0.15699103,0,1.9338807,0,2,Intern,1000+,0.0,4,23,5,2,3,False,True,False,False,False,False,False,False,True,False,True,True,False,6,0,3,True,True,False,True,0,435,32,4,0.94208384,0.71346813,85273,False,False,2025,0.7484168,0.008,0.105619416,True,,,0.646423,0.08053762,0.037741978,0.048,-0.0,0.16627958,-0.0,0.03138262,0.84408516
cand_026593,2025,PM,Staff,US-East,40-49,42,MS,3,2004,unknown,19.583166,17.14312,5,2.681025,0,0,Engineering Manager,1-10,4.3788147,23,24,4,1,1,True,False,False,True,True,True,False,False,True,False,False,True,True,5,1,1,False,False,False,False,0,509,41,4,0.93820024,0.8636299,197854,False,False,2005,0.6876401,0.17736445,0.31278625,True,,,0.67509604,0.09600014,0.047116004,0.04,-0.0,0.18311614,-0.015,0.044199284,0.8874115
cand_023921,2025,PM,Senior,US-East,50-59,57,HS,3,1991,unknown,32.23258,24.873005,10,5.6826997,10,0,Staff Engineer,11-50,7.657343,45,35,3,1,1,True,True,False,False,False,False,False,False,True,False,False,True,False,4,2,1,False,True,True,False,0,579,35,2,0.8271952,0.8876186,321093,True,True,1993,0.59710574,0.3197203,0.6629816,False,,,0.629042,0.077434964,0.025385652,0.032,-0.0,0.13482063,-0.022,-0.024972305,0.71689034
cand_026402,2025,SRE,Staff,US-West,40-49,49,None,3,1998,3.0-3.4,26.230253,23.2982,7,2.394783,0,0,Senior Engineering Manager,1000+,8.354537,42,23,4,1,2,True,False,False,False,True,True,False,False,False,True,False,True,False,4,1,1,False,False,False,True,0,506,37,4,0.4988599,0.8041558,254042,False,False,1999,0.539772,0.33463612,0.27939135,False,,,0.50943214,0.082119904,0.020410556,0.032,-0.02,0.114530474,-0.015,-0.045445994,0.5635167
cand_045942,2025,Data,Mid,US-East,<30,23,MS,5,2023,unknown,0.0,0.0,0,3.1058156,0,1,Intern,1000+,0.0,0,38,7,1,3,True,False,True,False,False,False,False,False,True,False,False,True,False,8,1,2,True,True,False,True,0,570,21,6,0.9413035,0.66383326,70728,True,False,2025,0.86826074,0.0,0.30234516,True,,,0.6482229,0.08007374,0.037741978,0.064,-0.0,0.18181571,-0.0,-0.0019676746,0.828071
cand_048525,2025,Security,Mid,Canada,30-39,37,BS,3,2011,unknown,12.595811,12.024652,2,3.1523175,2,0,Staff Engineer,201-1000,4.7261457,16,23,3,0,2,False,False,True,True,False,False,True,False,False,False,True,False,False,5,1,0,False,True,False,True,0,896,40,3,0.8806307,0.800229,175193,True,True,2012,0.67445946,0.17378439,0.36777037,True,,,0.6362666,0.09999991,0.045554575,0.04,-0.0,0.18555447,-0.005,-0.034006152,0.7828149
cand_018315,2025,SWE,Staff,US-West,40-49,48,MS,2,2000,<3.0,24.632864,23.642504,9,2.1188254,0,0,Principal Engineer,11-50,4.8402205,40,16,5,2,3,True,False,False,False,True,True,False,False,True,False,True,True,True,4,2,3,False,True,False,True,0,634,32,4,0.7906802,0.766967,253129,True,False,2000,0.59813607,0.22520661,0.2471963,False,,,0.60413146,0.08112501,0.04497909,0.032,-0.01,0.1481041,-0.015,-0.026255641,0.7109799
cand_036893,2025,PM,Entry,UK,30-39,30,PhD,5,2016,unknown,8.26285,6.707569,2,4.2367377,7,0,Senior Engineer,1000+,0.0,0,21,2,0,1,True,True,False,True,False,True,False,True,True,False,False,True,True,4,0,1,False,False,True,True,0,790,33,7,0.5422216,0.7524199,163366,False,False,2017,0.542611,0.0,0.49428606,False,,,0.5322615,0.095769584,0.037741978,0.032,-0.0,0.16551156,-0.005,0.027740253,0.7205133
cand_026695,2025,IT,Staff,US-Central,30-39,35,BS,5,2011,unknown,12.213215,10.524164,3,3.5845356,5,0,Staff Engineer,11-50,1.493717,13,19,3,1,4,True,True,True,False,True,True,False,True,False,False,True,True,False,2,0,1,False,False,False,False,1,724,25,6,0.72423315,0.6090671,178347,False,False,2013,0.46067995,0.07081151,0.4181958,True,,,0.56129503,0.09966444,0.046577625,0.016,-0.0,0.16224207,-0.005,0.045888506,0.7644256
cand_042127,2025,PM,Director,US-East,40-49,40,BS,1,2006,unknown,16.600075,13.486464,6,2.191261,0,1,Staff Engineer,201-1000,2.7017097,21,27,6,0,1,True,False,False,True,False,True,False,False,True,False,True,False,False,3,0,0,False,False,True,False,0,776,18,3,0.9724496,0.6574039,206934,True,False,2008,0.57448995,0.1230513,0.19564712,True,,,0.63983816,0.0996596,0.049861167,0.024,-0.0,0.17352077,-0.015,-0.022035895,0.776323
cand_014170,2025,IT,Entry,US-Central,50-59,50,None,2,1997,unknown,27.318222,20.58261,9,4.3021617,0,0,Engineering Manager,51-200,7.7145834,40,17,5,1,3,True,True,True,True,False,True,False,False,False,False,False,True,True,2,2,1,False,True,False,True,0,475,22,5,0.9344915,0.70990527,315967,False,False,1998,0.5068983,0.31143752,0.50191885,True,,,0.6490531,0.089254834,0.024963632,0.016,-0.0,0.13021846,-0.022,0.020429354,0.7777009
cand_003732,2025,Data,Director,EU,30-39,39,BS,3,2009,unknown,14.835816,11.643326,3,1.6091816,2,0,Staff Engineer,1000+,3.0527833,17,16,7,1,0,True,True,False,False,True,False,False,True,True,False,True,True,False,4,2,0,False,False,False,False,0,621,11,9,0.7079301,0.6682729,202667,False,False,2010,0.57991934,0.1255835,0.18773785,True,,,0.58543015,0.09998037,0.04999565,0.032,-0.0,0.18197602,-0.005,-0.004893343,0.7575128
cand_007881,2025,SWE,Senior,Canada,30-39,33,Bootcamp,5,2014,3.8+,7.5748386,6.6205225,2,2.7917814,0,1,Senior Engineer,11-50,2.7019112,18,13,3,1,1,False,True,False,True,True,True,True,False,True,True,False,True,True,4,1,1,False,False,False,True,0,405,38,1,0.9359494,0.633121,122600,False,False,2017,0.6271899,0.11705734,0.26570782,True,,,0.6102065,0.09563239,0.049861353,0.032,-0.0,0.17749375,-0.005,0.054269772,0.83697003
cand_006016,2025,Data,Director,Canada,30-39,38,BS,2,2010,3.0-3.4,13.944164,11.3119,5,2.9728234,0,0,Staff Engineer,201-1000,1.6621375,0,16,2,0,3,True,True,True,False,True,False,True,False,False,False,False,True,False,4,1,0,False,True,False,True,0,651,23,4,0.62407327,0.75249684,168418,False,True,2011,0.5648146,0.04986413,0.34682938,False,,,0.542925,0.099926956,0.047280096,0.032,-0.0,0.17920706,-0.005,-0.007590827,0.70954126
cand_023029,2025,SRE,Staff,US-Central,50-59,58,HS,5,1989,unknown,34.21231,26.67986,6,3.8109334,1,1,Senior Engineering Manager,201-1000,9.021172,18,19,4,0,3,True,False,False,False,False,False,False,True,True,False,False,True,False,5,3,1,False,False,False,False,0,892,21,4,0.54525834,0.8014293,348537,False,False,1991,0.6082183,0.30663517,0.3846089,False,,,0.5251263,0.071708634,0.016104031,0.04,-0.02,0.10781266,-0.022,0.02503026,0.63596916
cand_035473,2025,SWE,Entry,Canada,30-39,31,HS,2,2017,unknown,5.6452036,4.4192286,0,2.9126186,5,0,Senior Engineer,201-1000,0.0,1,46,2,1,3,True,True,True,False,True,True,False,False,True,True,False,True,False,5,0,1,False,True,True,False,0,618,36,3,0.6758402,0.6735493,149229,False,True,2019,0.63100135,0.002,0.3398055,False,,,0.53925395,0.09151335,0.037741978,0.04,-0.0,0.16925532,-0.005,-0.024979796,0.6785295
cand_049685,2025,PM,Staff,Other,30-39,36,PhD,2,2010,unknown,15.36923,12.348844,4,1.6797644,5,2,Engineering Manager,11-50,2.5626528,13,21,3,1,1,False,True,False,True,True,True,False,False,False,False,False,False,True,3,0,1,False,True,True,False,0,925,28,5,0.92085075,0.95725965,206607,False,False,2010,0.5600035,0.10287959,0.0759725,True,,,0.69374967,0.09998122,0.04970203,0.024,-0.0,0.17368326,-0.005,0.030437104,0.89287007
cand_004817,2025,Data,Mid,Other,40-49,48,AA,2,1999,unknown,26.968071,23.78709,9,4.206735,14,1,Engineering Manager,1000+,7.8745203,43,5,1,3,2,True,False,False,False,False,True,False,False,False,True,False,False,False,4,2,0,True,True,False,False,0,459,39,5,0.9097913,0.8646806,314597,False,False,1998,0.6102916,0.3222356,0.43078575,True,,,0.671363,0.080702014,0.023795426,0.032,-0.0,0.13649744,-0.015,0.024203364,0.8170638
cand_041693,2025,Security,Manager,Other,<30,26,PhD,1,2022,unknown,3.5921583,2.7405949,1,1.9206423,12,1,Engineer,201-1000,1.449672,4,30,4,1,2,True,False,False,False,True,True,False,False,True,False,True,True,True,6,0,1,False,True,False,False,0,603,21,2,0.5939598,0.6792181,112983,False,True,2021,0.66879195,0.05149016,0.16407493,False,,,0.50572956,0.08760698,0.046382077,0.048,-0.0,0.18198907,-0.0,0.0012031109,0.68892175
cand_012007,2025,SRE,Staff,EU,30-39,31,HS,3,2015,unknown,10.594663,8.144115,3,5.005363,0,1,Senior Engineer,51-200,0.77362907,0,22,5,1,2,False,False,True,False,False,False,False,False,True,True,True,False,False,4,1,1,False,False,True,False,0,727,39,8,0.8896665,0.66541785,171495,False,False,2014,0.6179333,0.023208873,0.523959,True,,,0.64246684,0.0977317,0.04282514,0.032,-0.0,0.17255685,-0.005,0.00681433,0.81683797
